"data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_and_covid","footnote"
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","5-14 years","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","15-24 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","25-34 years","0","25","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","35-44 years","0","31",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","45-54 years","0","63",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","55-64 years","0","163","15","0",,"17","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","65-74 years",,"295","24",,,"28","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","75-84 years",,"450","23",,,"28","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female","85 years and over",,"638","35",,,"46","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Female Total","Female, all ages","18","1683","102",,"12","125","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Idaho Total","All sexes","All Ages","44","3553","195","13","24","250",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","Under 1 year","0","84",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","1-4 years","0","15","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","5-14 years","0","23","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","15-24 years",,"199",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","25-34 years","10","364","13",,,"22","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","35-44 years","20","493","25","11",,"36","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","45-54 years","54","912","81","32",,"106","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","55-64 years","97","2320","174","58","15","228",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","65-74 years","202","3255","302","114","14","404",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","75-84 years","208","3537","401","121","18","506",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male","85 years and over","160","3682","412","85","14","500",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Male Total","Male, all ages","752","14884","1411","424","69","1807",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","Under 1 year","0","65","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","5-14 years","0","19",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","15-24 years","0","70","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","25-34 years",,"170",,,,"11","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","35-44 years",,"265","20",,,"26","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","45-54 years","25","542","46","15",,"58","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","55-64 years","53","1435","130","32","15","166",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","65-74 years","102","2392","236","55","15","297",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","75-84 years","144","3482","342","77","26","435",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female","85 years and over","209","5900","530","113","36","662",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Female Total","Female, all ages","544","14348","1313","298","102","1660",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Illinois Total","All sexes","All Ages","1296","29232","2724","722","171","3467",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","Under 1 year","0","45",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","5-14 years","0","15","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","15-24 years","0","87",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","25-34 years",,"184",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","35-44 years",,"254","19",,,"21","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","45-54 years",,"489","33",,,"43","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","55-64 years","46","1311","108","22","10","142",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","65-74 years","80","1902","204","47","12","249",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","75-84 years","89","2128","238","48","15","293",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male","85 years and over","69","1827","206","42","11","244",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Male Total","Male, all ages","291","8247","815","163","57","999",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","Under 1 year","0","43","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","5-14 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","15-24 years","0","33",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","25-34 years","0","83",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","35-44 years",,"128",,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","45-54 years",,"329","28",,,"38","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","55-64 years","19","884","80","12",,"95","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","65-74 years","40","1454","141","23","12","170",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","75-84 years","67","2089","199","31","12","247",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female","85 years and over","68","3202","251","33","23","308",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Female Total","Female, all ages","203","8256","711","103","64","874",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Indiana Total","All sexes","All Ages","494","16503","1526","266","121","1873",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","Under 1 year","0","15","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","1-4 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","5-14 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","15-24 years","0","44","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","25-34 years","0","62",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","35-44 years",,"83",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Iowa","Male","45-54 years",,"196",,"0",,"10","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
