Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-04-10,Ages_12-15_yrs,21370,2628,0.1,0,15222296
2021-04-09,Ages_12-15_yrs,19407,2369,0.1,0,15222296
2021-04-08,Ages_12-15_yrs,17717,2144,0.1,0,15222296
2021-04-07,Ages_12-15_yrs,16334,1973,0.1,0,15222296
2021-04-06,Ages_12-15_yrs,15073,1838,0.1,0,15222296
2021-04-05,Ages_12-15_yrs,12287,1557,0.1,0,15222296
2021-04-04,Ages_12-15_yrs,12285,1556,0.1,0,15222296
2021-04-03,Ages_12-15_yrs,12284,1556,0.1,0,15222296
2021-04-02,Ages_12-15_yrs,11198,1433,0.1,0,15222296
2021-04-01,Ages_12-15_yrs,10254,1353,0.1,0,15222296
2021-03-31,Ages_12-15_yrs,9449,1280,0.1,0,15222296
2021-03-30,Ages_12-15_yrs,8783,1223,0.1,0,15222296
2021-03-29,Ages_12-15_yrs,8300,1170,0.1,0,15222296
2021-03-28,Ages_12-15_yrs,7701,1099,0.1,0,15222296
2021-03-27,Ages_12-15_yrs,7099,1047,0,0,15222296
2021-03-26,Ages_12-15_yrs,6498,987,0,0,15222296
2021-03-25,Ages_12-15_yrs,5925,936,0,0,15222296
2021-03-24,Ages_12-15_yrs,5485,897,0,0,15222296
2021-03-23,Ages_12-15_yrs,5019,860,0,0,15222296
2021-03-22,Ages_12-15_yrs,4690,835,0,0,15222296
2021-03-21,Ages_12-15_yrs,4403,795,0,0,15222296
2021-03-20,Ages_12-15_yrs,4020,750,0,0,15222296
2021-03-19,Ages_12-15_yrs,3714,715,0,0,15222296
2021-03-18,Ages_12-15_yrs,3472,674,0,0,15222296
2021-03-17,Ages_12-15_yrs,3202,642,0,0,15222296
2021-03-16,Ages_12-15_yrs,3036,609,0,0,15222296
2021-03-15,Ages_12-15_yrs,2801,579,0,0,15222296
2021-03-14,Ages_12-15_yrs,2594,542,0,0,15222296
2021-03-13,Ages_12-15_yrs,2450,511,0,0,15222296
2021-03-12,Ages_12-15_yrs,2292,480,0,0,15222296
2021-03-11,Ages_12-15_yrs,2178,438,0,0,15222296
2021-03-10,Ages_12-15_yrs,2091,412,0,0,15222296
2021-03-09,Ages_12-15_yrs,2018,403,0,0,15222296
2021-03-08,Ages_12-15_yrs,1950,393,0,0,15222296
2021-03-07,Ages_12-15_yrs,1887,379,0,0,15222296
2021-03-06,Ages_12-15_yrs,1810,366,0,0,15222296
2021-03-05,Ages_12-15_yrs,1727,342,0,0,15222296
2021-03-04,Ages_12-15_yrs,1658,327,0,0,15222296
2021-03-03,Ages_12-15_yrs,1607,320,0,0,15222296
2021-03-02,Ages_12-15_yrs,1551,305,0,0,15222296
2021-03-01,Ages_12-15_yrs,1478,283,0,0,15222296
2021-02-28,Ages_12-15_yrs,1411,274,0,0,15222296
2021-02-27,Ages_12-15_yrs,1350,253,0,0,15222296
2021-02-26,Ages_12-15_yrs,1289,238,0,0,15222296
2021-02-25,Ages_12-15_yrs,1220,223,0,0,15222296
2021-02-24,Ages_12-15_yrs,1177,210,0,0,15222296
2021-02-23,Ages_12-15_yrs,1140,200,0,0,15222296
2021-02-22,Ages_12-15_yrs,1114,190,0,0,15222296
2021-02-21,Ages_12-15_yrs,1088,179,0,0,15222296
2021-02-20,Ages_12-15_yrs,1040,162,0,0,15222296
2021-02-19,Ages_12-15_yrs,1003,152,0,0,15222296
2021-02-18,Ages_12-15_yrs,964,140,0,0,15222296
2021-02-17,Ages_12-15_yrs,929,132,0,0,15222296
2021-02-16,Ages_12-15_yrs,916,129,0,0,15222296
2021-02-15,Ages_12-15_yrs,893,125,0,0,15222296
2021-02-14,Ages_12-15_yrs,872,119,0,0,15222296
2021-02-13,Ages_12-15_yrs,827,110,0,0,15222296
2021-02-12,Ages_12-15_yrs,796,103,0,0,15222296
2021-02-11,Ages_12-15_yrs,751,95,0,0,15222296
2021-02-10,Ages_12-15_yrs,730,91,0,0,15222296
2021-02-09,Ages_12-15_yrs,704,80,0,0,15222296
2021-02-08,Ages_12-15_yrs,673,75,0,0,15222296
2021-02-07,Ages_12-15_yrs,649,67,0,0,15222296
2021-02-06,Ages_12-15_yrs,622,61,0,0,15222296
2021-02-05,Ages_12-15_yrs,598,55,0,0,15222296
2021-02-04,Ages_12-15_yrs,576,47,0,0,15222296
2021-02-03,Ages_12-15_yrs,555,42,0,0,15222296
2021-02-02,Ages_12-15_yrs,535,41,0,0,15222296
2021-02-01,Ages_12-15_yrs,523,40,0,0,15222296
2021-01-31,Ages_12-15_yrs,501,37,0,0,15222296
2021-01-30,Ages_12-15_yrs,475,34,0,0,15222296
2021-01-29,Ages_12-15_yrs,458,27,0,0,15222296
2021-01-28,Ages_12-15_yrs,432,23,0,0,15222296
2021-01-27,Ages_12-15_yrs,405,21,0,0,15222296
2021-01-26,Ages_12-15_yrs,385,20,0,0,15222296
2021-01-25,Ages_12-15_yrs,370,20,0,0,15222296
2021-01-24,Ages_12-15_yrs,361,20,0,0,15222296
2021-01-23,Ages_12-15_yrs,322,18,0,0,15222296
2021-01-22,Ages_12-15_yrs,302,16,0,0,15222296
2021-01-21,Ages_12-15_yrs,276,12,0,0,15222296
2021-01-20,Ages_12-15_yrs,258,11,0,0,15222296
2021-01-19,Ages_12-15_yrs,241,11,0,0,15222296
2021-01-18,Ages_12-15_yrs,227,11,0,0,15222296
2021-01-17,Ages_12-15_yrs,217,11,0,0,15222296
2021-01-16,Ages_12-15_yrs,196,10,0,0,15222296
2021-01-15,Ages_12-15_yrs,178,9,0,0,15222296
2021-01-14,Ages_12-15_yrs,160,7,0,0,15222296
2021-01-13,Ages_12-15_yrs,150,7,0,0,15222296
2021-01-12,Ages_12-15_yrs,138,6,0,0,15222296
2021-01-11,Ages_12-15_yrs,137,5,0,0,15222296
2021-01-10,Ages_12-15_yrs,133,4,0,0,15222296
2021-01-09,Ages_12-15_yrs,126,4,0,0,15222296
2021-01-08,Ages_12-15_yrs,113,4,0,0,15222296
2021-01-07,Ages_12-15_yrs,89,2,0,0,15222296
2021-01-06,Ages_12-15_yrs,79,2,0,0,15222296
2021-01-05,Ages_12-15_yrs,68,2,0,0,15222296
2021-01-04,Ages_12-15_yrs,65,2,0,0,15222296
2021-01-03,Ages_12-15_yrs,63,2,0,0,15222296
2021-01-02,Ages_12-15_yrs,61,2,0,0,15222296
2021-01-01,Ages_12-15_yrs,56,2,0,0,15222296
2020-12-31,Ages_12-15_yrs,49,1,0,0,15222296
2020-12-30,Ages_12-15_yrs,42,1,0,0,15222296
2020-12-29,Ages_12-15_yrs,38,1,0,0,15222296
2020-12-28,Ages_12-15_yrs,36,1,0,0,15222296
2020-12-27,Ages_12-15_yrs,32,1,0,0,15222296
2020-12-26,Ages_12-15_yrs,30,1,0,0,15222296
2020-12-25,Ages_12-15_yrs,27,1,0,0,15222296
2020-12-24,Ages_12-15_yrs,25,0,0,0,15222296
2020-12-23,Ages_12-15_yrs,18,0,0,0,15222296
2020-12-22,Ages_12-15_yrs,16,0,0,0,15222296
2020-12-21,Ages_12-15_yrs,13,0,0,0,15222296
2020-12-20,Ages_12-15_yrs,9,0,0,0,15222296
2020-12-19,Ages_12-15_yrs,4,0,0,0,15222296
2020-12-18,Ages_12-15_yrs,2,0,0,0,15222296
2020-12-17,Ages_12-15_yrs,0,0,0,0,15222296
2020-12-16,Ages_12-15_yrs,0,0,0,0,15222296
2021-05-19,Ages_<12yrs,40070,2937,0.1,0,43555471
2021-05-18,Ages_<12yrs,33477,2911,0.1,0,43555471
2021-05-17,Ages_<12yrs,28744,2905,0.1,0,43555471
2021-05-16,Ages_<12yrs,21357,2896,0,0,43555471
2021-05-15,Ages_<12yrs,14096,2881,0,0,43555471
2021-05-14,Ages_<12yrs,9582,2861,0,0,43555471
2021-05-13,Ages_<12yrs,9159,2842,0,0,43555471
2021-05-12,Ages_<12yrs,9051,2826,0,0,43555471
2021-05-11,Ages_<12yrs,8996,2812,0,0,43555471
2021-05-10,Ages_<12yrs,8990,2802,0,0,43555471
2021-05-09,Ages_<12yrs,8974,2795,0,0,43555471
2021-05-08,Ages_<12yrs,8944,2785,0,0,43555471
2021-05-07,Ages_<12yrs,8902,2770,0,0,43555471
2021-05-06,Ages_<12yrs,8841,2752,0,0,43555471
2021-05-05,Ages_<12yrs,8657,2676,0,0,43555471
2021-05-04,Ages_<12yrs,8617,2662,0,0,43555471
2021-05-03,Ages_<12yrs,8601,2647,0,0,43555471
2021-05-02,Ages_<12yrs,8589,2643,0,0,43555471
2021-05-01,Ages_<12yrs,8545,2628,0,0,43555471
2021-04-30,Ages_<12yrs,8480,2602,0,0,43555471
2021-04-29,Ages_<12yrs,8444,2591,0,0,43555471
2021-04-28,Ages_<12yrs,8406,2569,0,0,43555471
2021-04-27,Ages_<12yrs,8360,2556,0,0,43555471
2021-04-26,Ages_<12yrs,8336,2548,0,0,43555471
2021-04-25,Ages_<12yrs,8300,2540,0,0,43555471
2021-04-24,Ages_<12yrs,8254,2522,0,0,43555471
2021-04-23,Ages_<12yrs,8192,2511,0,0,43555471
2021-04-22,Ages_<12yrs,8134,2493,0,0,43555471
2021-04-21,Ages_<12yrs,8066,2472,0,0,43555471
2021-04-20,Ages_<12yrs,8002,2461,0,0,43555471
2021-04-19,Ages_<12yrs,7976,2456,0,0,43555471
2021-04-18,Ages_<12yrs,7942,2445,0,0,43555471
2021-04-17,Ages_<12yrs,7874,2424,0,0,43555471
2021-04-16,Ages_<12yrs,7823,2398,0,0,43555471
2021-04-15,Ages_<12yrs,7756,2367,0,0,43555471
2021-04-14,Ages_<12yrs,7682,2349,0,0,43555471
2021-04-13,Ages_<12yrs,7609,2322,0,0,43555471
2021-04-12,Ages_<12yrs,7568,2299,0,0,43555471
2021-04-11,Ages_<12yrs,7523,2279,0,0,43555471
2021-04-10,Ages_<12yrs,7447,2251,0,0,43555471
2021-04-09,Ages_<12yrs,7371,2213,0,0,43555471
2021-04-08,Ages_<12yrs,7305,2179,0,0,43555471
2021-04-07,Ages_<12yrs,7250,2155,0,0,43555471
2021-04-06,Ages_<12yrs,7182,2132,0,0,43555471
2021-04-05,Ages_<12yrs,7077,2087,0,0,43555471
2021-04-04,Ages_<12yrs,7077,2087,0,0,43555471
2021-04-03,Ages_<12yrs,7074,2087,0,0,43555471
2021-04-02,Ages_<12yrs,6995,2062,0,0,43555471
2021-04-01,Ages_<12yrs,6889,2034,0,0,43555471
2021-03-31,Ages_<12yrs,6831,2015,0,0,43555471
2021-03-30,Ages_<12yrs,6781,2001,0,0,43555471
2021-03-29,Ages_<12yrs,6752,1994,0,0,43555471
2021-03-28,Ages_<12yrs,6719,1983,0,0,43555471
2021-03-27,Ages_<12yrs,6655,1969,0,0,43555471
2021-03-26,Ages_<12yrs,6593,1947,0,0,43555471
2021-03-25,Ages_<12yrs,6483,1933,0,0,43555471
2021-03-24,Ages_<12yrs,6407,1918,0,0,43555471
2021-03-23,Ages_<12yrs,6345,1903,0,0,43555471
2021-03-22,Ages_<12yrs,6230,1893,0,0,43555471
2021-03-21,Ages_<12yrs,6198,1881,0,0,43555471
2021-03-20,Ages_<12yrs,6131,1863,0,0,43555471
2021-03-19,Ages_<12yrs,6066,1840,0,0,43555471
2021-03-18,Ages_<12yrs,6003,1830,0,0,43555471
2021-03-17,Ages_<12yrs,5929,1809,0,0,43555471
2021-03-16,Ages_<12yrs,5885,1795,0,0,43555471
2021-03-15,Ages_<12yrs,5500,1762,0,0,43555471
2021-03-14,Ages_<12yrs,5170,1711,0,0,43555471
2021-03-13,Ages_<12yrs,5119,1689,0,0,43555471
2021-03-12,Ages_<12yrs,4789,1537,0,0,43555471
2021-03-11,Ages_<12yrs,4723,1492,0,0,43555471
2021-03-10,Ages_<12yrs,4666,1470,0,0,43555471
2021-03-09,Ages_<12yrs,4622,1460,0,0,43555471
2021-03-08,Ages_<12yrs,4591,1453,0,0,43555471
2021-03-07,Ages_<12yrs,4565,1447,0,0,43555471
2021-03-06,Ages_<12yrs,4528,1422,0,0,43555471
2021-03-05,Ages_<12yrs,4463,1399,0,0,43555471
2021-03-04,Ages_<12yrs,4414,1378,0,0,43555471
2021-03-03,Ages_<12yrs,4369,1365,0,0,43555471
2021-03-02,Ages_<12yrs,4335,1344,0,0,43555471
2021-03-01,Ages_<12yrs,4083,1314,0,0,43555471
2021-02-28,Ages_<12yrs,4063,1305,0,0,43555471
2021-02-27,Ages_<12yrs,4025,1274,0,0,43555471
2021-02-26,Ages_<12yrs,3975,1249,0,0,43555471
2021-02-25,Ages_<12yrs,3929,1229,0,0,43555471
2021-02-24,Ages_<12yrs,3891,1211,0,0,43555471
2021-02-23,Ages_<12yrs,3856,1201,0,0,43555471
2021-02-22,Ages_<12yrs,3842,1200,0,0,43555471
2021-02-21,Ages_<12yrs,3832,1190,0,0,43555471
2021-02-20,Ages_<12yrs,3793,1174,0,0,43555471
2021-02-19,Ages_<12yrs,3759,1149,0,0,43555471
2021-02-18,Ages_<12yrs,3721,1099,0,0,43555471
2021-02-17,Ages_<12yrs,3690,1083,0,0,43555471
2021-02-16,Ages_<12yrs,3669,1072,0,0,43555471
2021-02-15,Ages_<12yrs,3760,1111,0,0,43555471
2021-02-14,Ages_<12yrs,3736,1102,0,0,43555471
2021-02-13,Ages_<12yrs,3675,1074,0,0,43555471
2021-02-12,Ages_<12yrs,3629,1053,0,0,43555471
2021-02-11,Ages_<12yrs,3567,1030,0,0,43555471
2021-02-10,Ages_<12yrs,3542,1012,0,0,43555471
2021-02-09,Ages_<12yrs,3515,1002,0,0,43555471
2021-02-08,Ages_<12yrs,3492,997,0,0,43555471
2021-02-07,Ages_<12yrs,3466,985,0,0,43555471
2021-02-06,Ages_<12yrs,3397,965,0,0,43555471
2021-02-05,Ages_<12yrs,3315,942,0,0,43555471
2021-02-04,Ages_<12yrs,3263,918,0,0,43555471
2021-02-03,Ages_<12yrs,3223,900,0,0,43555471
2021-02-02,Ages_<12yrs,3196,880,0,0,43555471
2021-02-01,Ages_<12yrs,3174,871,0,0,43555471
2021-01-31,Ages_<12yrs,3152,855,0,0,43555471
2021-01-30,Ages_<12yrs,3085,816,0,0,43555471
2021-01-29,Ages_<12yrs,3028,781,0,0,43555471
2021-01-28,Ages_<12yrs,2969,748,0,0,43555471
2021-01-27,Ages_<12yrs,2840,653,0,0,43555471
2021-01-26,Ages_<12yrs,2784,637,0,0,43555471
2021-01-25,Ages_<12yrs,2737,629,0,0,43555471
2021-01-24,Ages_<12yrs,2692,604,0,0,43555471
2021-01-23,Ages_<12yrs,2575,581,0,0,43555471
2021-01-22,Ages_<12yrs,2522,552,0,0,43555471
2021-01-21,Ages_<12yrs,2451,507,0,0,43555471
2021-01-20,Ages_<12yrs,2380,454,0,0,43555471
2021-01-19,Ages_<12yrs,2342,434,0,0,43555471
2021-01-18,Ages_<12yrs,2307,425,0,0,43555471
2021-01-17,Ages_<12yrs,2280,410,0,0,43555471
2021-01-16,Ages_<12yrs,2197,384,0,0,43555471
2021-01-15,Ages_<12yrs,2101,342,0,0,43555471
2021-01-14,Ages_<12yrs,2017,303,0,0,43555471
2021-01-13,Ages_<12yrs,1935,251,0,0,43555471
2021-01-12,Ages_<12yrs,1856,176,0,0,43555471
2021-01-11,Ages_<12yrs,1832,163,0,0,43555471
2021-01-10,Ages_<12yrs,1801,143,0,0,43555471
2021-01-09,Ages_<12yrs,1721,109,0,0,43555471
2021-01-08,Ages_<12yrs,1645,66,0,0,43555471
2021-01-07,Ages_<12yrs,1574,43,0,0,43555471
2021-01-06,Ages_<12yrs,1254,26,0,0,43555471
2021-01-05,Ages_<12yrs,1110,14,0,0,43555471
2021-01-04,Ages_<12yrs,1031,12,0,0,43555471
2021-01-03,Ages_<12yrs,1010,12,0,0,43555471
2021-01-02,Ages_<12yrs,991,12,0,0,43555471
2021-01-01,Ages_<12yrs,930,12,0,0,43555471
2020-12-31,Ages_<12yrs,831,12,0,0,43555471
2020-12-30,Ages_<12yrs,707,11,0,0,43555471
2020-12-29,Ages_<12yrs,608,8,0,0,43555471
2020-12-28,Ages_<12yrs,552,8,0,0,43555471
2020-12-27,Ages_<12yrs,512,8,0,0,43555471
2020-12-26,Ages_<12yrs,500,8,0,0,43555471
2020-12-25,Ages_<12yrs,450,7,0,0,43555471
2020-12-24,Ages_<12yrs,349,6,0,0,43555471
2020-12-23,Ages_<12yrs,259,5,0,0,43555471
2020-12-22,Ages_<12yrs,172,2,0,0,43555471
2020-12-21,Ages_<12yrs,141,2,0,0,43555471
2020-12-20,Ages_<12yrs,108,2,0,0,43555471
2020-12-19,Ages_<12yrs,41,2,0,0,43555471
2020-12-18,Ages_<12yrs,17,2,0,0,43555471
2020-12-17,Ages_<12yrs,2,1,0,0,43555471
2020-12-16,Ages_<12yrs,0,0,0,0,43555471
2021-05-19,Age_unknown,20841,3406,0,0,0
2021-05-18,Age_unknown,20729,3370,0,0,0
2021-05-17,Age_unknown,20706,3362,0,0,0
2021-05-16,Age_unknown,20667,3347,0,0,0
2021-05-15,Age_unknown,20598,3330,0,0,0
2021-05-14,Age_unknown,20495,3296,0,0,0
2021-05-13,Age_unknown,20411,3267,0,0,0
2021-05-12,Age_unknown,20342,3225,0,0,0
2021-05-11,Age_unknown,20230,3196,0,0,0
2021-05-10,Age_unknown,20208,3189,0,0,0
2021-05-09,Age_unknown,20169,3167,0,0,0
2021-05-08,Age_unknown,20105,3144,0,0,0
2021-05-07,Age_unknown,20011,3112,0,0,0
2021-05-06,Age_unknown,19912,3058,0,0,0
2021-05-05,Age_unknown,19684,3018,0,0,0
2021-05-04,Age_unknown,19607,2991,0,0,0
2021-05-03,Age_unknown,19576,2979,0,0,0
2021-05-02,Age_unknown,19554,2973,0,0,0
2021-05-01,Age_unknown,19479,2944,0,0,0
2021-04-30,Age_unknown,19331,2898,0,0,0
2021-04-29,Age_unknown,19193,2849,0,0,0
2021-04-28,Age_unknown,19081,2817,0,0,0
2021-04-27,Age_unknown,18937,2786,0,0,0
2021-04-26,Age_unknown,18860,2763,0,0,0
2021-04-25,Age_unknown,18810,2737,0,0,0
2021-04-24,Age_unknown,18603,2707,0,0,0
2021-04-23,Age_unknown,18461,2688,0,0,0
2021-04-22,Age_unknown,18321,2647,0,0,0
2021-04-21,Age_unknown,18116,2620,0,0,0
2021-04-20,Age_unknown,17618,2598,0,0,0
2021-04-19,Age_unknown,17565,2582,0,0,0
2021-04-18,Age_unknown,17526,2562,0,0,0
2021-04-17,Age_unknown,17339,2533,0,0,0
2021-04-16,Age_unknown,17187,2488,0,0,0
2021-04-15,Age_unknown,17024,2444,0,0,0
2021-04-14,Age_unknown,16825,2381,0,0,0
2021-04-13,Age_unknown,16689,2344,0,0,0
2021-04-12,Age_unknown,16597,2314,0,0,0
2021-04-11,Age_unknown,16510,2285,0,0,0
2021-04-10,Age_unknown,16314,2229,0,0,0
2021-04-09,Age_unknown,16146,2162,0,0,0
2021-04-08,Age_unknown,15986,2111,0,0,0
2021-04-07,Age_unknown,15836,2049,0,0,0
2021-04-06,Age_unknown,15679,2011,0,0,0
2021-04-05,Age_unknown,15357,1893,0,0,0
2021-04-04,Age_unknown,15357,1893,0,0,0
2021-04-03,Age_unknown,15357,1893,0,0,0
2021-04-02,Age_unknown,15193,1836,0,0,0
2021-04-01,Age_unknown,15026,1789,0,0,0
2021-03-31,Age_unknown,14795,1673,0,0,0
2021-03-30,Age_unknown,14668,1637,0,0,0
2021-03-29,Age_unknown,14608,1624,0,0,0
2021-03-28,Age_unknown,14505,1606,0,0,0
2021-03-27,Age_unknown,14343,1566,0,0,0
2021-03-26,Age_unknown,14232,1547,0,0,0
2021-03-25,Age_unknown,14078,1516,0,0,0
2021-03-24,Age_unknown,13958,1494,0,0,0
2021-03-23,Age_unknown,13834,1458,0,0,0
2021-03-22,Age_unknown,13638,1432,0,0,0
2021-03-21,Age_unknown,13552,1406,0,0,0
2021-03-20,Age_unknown,13436,1390,0,0,0
2021-03-19,Age_unknown,13319,1366,0,0,0
2021-03-18,Age_unknown,13161,1340,0,0,0
2021-03-17,Age_unknown,13018,1315,0,0,0
2021-03-16,Age_unknown,12907,1279,0,0,0
2021-03-15,Age_unknown,12792,1264,0,0,0
2021-03-14,Age_unknown,12702,1257,0,0,0
2021-03-13,Age_unknown,12580,1234,0,0,0
2021-03-12,Age_unknown,12236,1183,0,0,0
2021-03-11,Age_unknown,12069,1160,0,0,0
2021-03-10,Age_unknown,11723,1135,0,0,0
2021-03-09,Age_unknown,11109,1108,0,0,0
2021-03-08,Age_unknown,11005,1079,0,0,0
2021-03-07,Age_unknown,10925,1067,0,0,0
2021-03-06,Age_unknown,10808,1050,0,0,0
2021-03-05,Age_unknown,10699,1031,0,0,0
2021-03-04,Age_unknown,10575,1023,0,0,0
2021-03-03,Age_unknown,10327,946,0,0,0
2021-03-02,Age_unknown,10256,933,0,0,0
2021-03-01,Age_unknown,10206,928,0,0,0
2021-02-28,Age_unknown,10154,910,0,0,0
2021-02-27,Age_unknown,9982,890,0,0,0
2021-02-26,Age_unknown,9823,863,0,0,0
2021-02-25,Age_unknown,9753,848,0,0,0
2021-02-24,Age_unknown,9682,832,0,0,0
2021-02-23,Age_unknown,9620,826,0,0,0
2021-02-22,Age_unknown,9602,824,0,0,0
2021-02-21,Age_unknown,9570,814,0,0,0
2021-02-20,Age_unknown,9506,795,0,0,0
2021-02-19,Age_unknown,9459,772,0,0,0
2021-02-18,Age_unknown,9380,744,0,0,0
2021-02-17,Age_unknown,9327,732,0,0,0
2021-02-16,Age_unknown,9279,729,0,0,0
2021-02-15,Age_unknown,9300,731,0,0,0
2021-02-14,Age_unknown,9255,728,0,0,0
2021-02-13,Age_unknown,9180,718,0,0,0
2021-02-12,Age_unknown,8911,622,0,0,0
2021-02-11,Age_unknown,8584,434,0,0,0
2021-02-10,Age_unknown,8265,309,0,0,0
2021-02-09,Age_unknown,7890,206,0,0,0
2021-02-08,Age_unknown,7794,200,0,0,0
2021-02-07,Age_unknown,7755,195,0,0,0
2021-02-06,Age_unknown,7567,182,0,0,0
2021-02-05,Age_unknown,7249,175,0,0,0
2021-02-04,Age_unknown,6849,163,0,0,0
2021-02-03,Age_unknown,6537,153,0,0,0
2021-02-02,Age_unknown,6207,146,0,0,0
2021-02-01,Age_unknown,6162,145,0,0,0
2021-01-31,Age_unknown,6083,139,0,0,0
2021-01-30,Age_unknown,5979,131,0,0,0
2021-01-29,Age_unknown,3884,76,0,0,0
2021-01-28,Age_unknown,3384,65,0,0,0
2021-01-27,Age_unknown,3205,54,0,0,0
2021-01-26,Age_unknown,3058,53,0,0,0
2021-01-25,Age_unknown,3026,48,0,0,0
2021-01-24,Age_unknown,2949,47,0,0,0
2021-01-23,Age_unknown,2853,45,0,0,0
2021-01-22,Age_unknown,2685,42,0,0,0
2021-01-21,Age_unknown,2424,40,0,0,0
2021-01-20,Age_unknown,2323,33,0,0,0
2021-01-19,Age_unknown,2279,32,0,0,0
2021-01-18,Age_unknown,2261,32,0,0,0
2021-01-17,Age_unknown,2198,32,0,0,0
2021-01-16,Age_unknown,2120,32,0,0,0
2021-01-15,Age_unknown,1631,26,0,0,0
2021-01-14,Age_unknown,1377,22,0,0,0
2021-01-13,Age_unknown,1109,17,0,0,0
2021-01-12,Age_unknown,914,13,0,0,0
2021-01-11,Age_unknown,890,13,0,0,0
2021-01-10,Age_unknown,874,12,0,0,0
2021-01-09,Age_unknown,815,10,0,0,0
2021-01-08,Age_unknown,766,6,0,0,0
2021-01-07,Age_unknown,732,2,0,0,0
2021-01-06,Age_unknown,696,1,0,0,0
2021-01-05,Age_unknown,568,0,0,0,0
2021-01-04,Age_unknown,500,0,0,0,0
2021-01-03,Age_unknown,432,0,0,0,0
2021-01-02,Age_unknown,384,0,0,0,0
2021-01-01,Age_unknown,195,0,0,0,0
2020-12-31,Age_unknown,186,0,0,0,0
2020-12-30,Age_unknown,145,0,0,0,0
2020-12-29,Age_unknown,136,0,0,0,0
2020-12-28,Age_unknown,127,0,0,0,0
2020-12-27,Age_unknown,124,0,0,0,0
2020-12-26,Age_unknown,123,0,0,0,0
2020-12-25,Age_unknown,119,0,0,0,0
2020-12-24,Age_unknown,110,0,0,0,0
2020-12-23,Age_unknown,93,0,0,0,0
2020-12-22,Age_unknown,86,0,0,0,0
2020-12-21,Age_unknown,67,0,0,0,0
2020-12-20,Age_unknown,44,0,0,0,0
2020-12-19,Age_unknown,28,0,0,0,0
2020-12-18,Age_unknown,4,0,0,0,0
2020-12-17,Age_unknown,0,0,0,0,0
2020-12-16,Age_unknown,0,0,0,0,0
2021-05-19,Age_known,147060055,115863871,0,0,0
2021-05-18,Age_known,146327470,114947306,0,0,0
2021-05-17,Age_known,145812469,114367196,0,0,0
2021-05-16,Age_known,145161876,113624027,0,0,0
2021-05-15,Age_known,144327347,112548488,0,0,0
2021-05-14,Age_known,143418758,111163904,0,0,0
2021-05-13,Age_known,142818990,110007580,0,0,0
2021-05-12,Age_known,142190003,108741058,0,0,0
2021-05-11,Age_known,141693968,107767291,0,0,0
2021-05-10,Age_known,141110112,106824257,0,0,0
2021-05-09,Age_known,140433627,105618058,0,0,0
2021-05-08,Age_known,139668927,104102001,0,0,0
2021-05-07,Age_known,138811545,102475922,0,0,0
2021-05-06,Age_known,137775822,100697401,0,0,0
2021-05-05,Age_known,136579961,99051533,0,0,0
2021-05-04,Age_known,135951104,98001572,0,0,0
2021-05-03,Age_known,135587680,97393421,0,0,0
2021-05-02,Age_known,135148469,96707755,0,0,0
2021-05-01,Age_known,134359914,95446101,0,0,0
2021-04-30,Age_known,133064113,93584681,0,0,0
2021-04-29,Age_known,132025014,92045583,0,0,0
2021-04-28,Age_known,130996013,90573952,0,0,0
2021-04-27,Age_known,130105416,89366911,0,0,0
2021-04-26,Age_known,129393298,88592390,0,0,0
2021-04-25,Age_known,128446955,87526086,0,0,0
2021-04-24,Age_known,127193470,85933066,0,0,0
2021-04-23,Age_known,125855490,84161186,0,0,0
2021-04-22,Age_known,124525595,82401614,0,0,0
2021-04-21,Age_known,123273058,80889548,0,0,0
2021-04-20,Age_known,122172385,79630900,0,0,0
2021-04-19,Age_known,121290325,78840364,0,0,0
2021-04-18,Age_known,120318866,77839016,0,0,0
2021-04-17,Age_known,118640881,76094000,0,0,0
2021-04-16,Age_known,116965797,74329851,0,0,0
2021-04-15,Age_known,115080343,72537427,0,0,0
2021-04-14,Age_known,113335599,70866119,0,0,0
2021-04-13,Age_known,111636943,69430463,0,0,0
2021-04-12,Age_known,110308813,68287816,0,0,0
2021-04-11,Age_known,108834931,66940332,0,0,0
2021-04-10,Age_known,106907969,65133150,0,0,0
2021-04-09,Age_known,104685545,63105764,0,0,0
2021-04-08,Age_known,102534146,61295986,0,0,0
2021-04-07,Age_known,100650539,59668892,0,0,0
2021-04-06,Age_known,99115034,58359120,0,0,0
2021-04-05,Age_known,95445394,55445588,0,0,0
2021-04-04,Age_known,95434568,55424884,0,0,0
2021-04-03,Age_known,95404138,55377484,0,0,0
2021-04-02,Age_known,93265085,53694167,0,0,0
2021-04-01,Age_known,91111507,52090031,0,0,0
2021-03-31,Age_known,89361773,50759736,0,0,0
2021-03-30,Age_known,87949453,49694475,0,0,0
2021-03-29,Age_known,87053385,48989334,0,0,0
2021-03-28,Age_known,85794403,48029976,0,0,0
2021-03-27,Age_known,84016761,46680376,0,0,0
2021-03-26,Age_known,82029235,45364978,0,0,0
2021-03-25,Age_known,79989957,44200740,0,0,0
2021-03-24,Age_known,78299236,43269457,0,0,0
2021-03-23,Age_known,76744716,42450198,0,0,0
2021-03-22,Age_known,75670631,41864611,0,0,0
2021-03-21,Age_known,74396779,41137936,0,0,0
2021-03-20,Age_known,72486355,40092738,0,0,0
